rank,ai_maturity_score,company_name,company_url,industry,revenue_range
575,20.0,"Sam’s West, Inc.",www.samsclub.com,Retail Trade,"Over $1,000,000,000"
576,20.0,shuvel.net,www.shuvel.net,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
577,20.0,"Cargill, Incorporated",www.cargill.com,Wholesale Trade,"Over $1,000,000,000"
578,20.0,University of California Berkeley,www.berkeley.edu,Educational Services,"Over $1,000,000,000"
579,20.0,Compass.uol,www.compass.uol,Telecommunications,"$50,000,000 to $99,999,999"
580,20.0,Mitsubishi UFJ Financial Group,www.mufg.jp,Banking and Financial Services,"Over $1,000,000,000"
581,20.0,Wissen Infotech,www.wissen.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
582,20.0,ubiai.tools,www.ubiai.tools,Computer and Electronic Product Manufacturing,"Less than $1,000,000"
583,20.0,"Endeavor Global, Inc.",www.endeavor.org,Industry Associations,"$1,000,000 to $9,999,999"
584,20.0,UBC Sauder School of Business,www.ubc.ca,Educational Services,"Over $1,000,000,000"
585,20.0,Providence Health & Services,www.providence.org,Health Care and Social Assistance,"Over $1,000,000,000"
586,20.0,StarTree,www.startree.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
587,20.0,United Site Services,www.unitedsiteservices.com,Service Industry,"$500,000,000 to $999,999,999"
588,20.0,Kinesso,www.kinesso.com,Service Industry,"$10,000,000 to $49,999,999"
589,20.0,Bmc Software,www.bmc.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
590,20.0,Cloudcraftz,www.cloudcraftz.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
591,20.0,Molina Healthcare,www.molinahealthcare.com,Insurance,"Over $1,000,000,000"
592,20.0,HGS - Hinduja Global Solutions,www.hgs.cx,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
593,20.0,UC Irvine,www.uci.edu,,"Over $1,000,000,000"
594,20.0,Asurion,www.asurion.com,Insurance,"Over $1,000,000,000"
595,20.0,Sa.Global,www.saglobal.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
596,20.0,"TTEC Holdings, Inc.",www.ttec.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
597,20.0,Corteva,www.corteva.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
598,20.0,Kimberly-Clark Corporation,www.kimberly-clark.com,Manufacturing,"Over $1,000,000,000"
599,20.0,ACORD,www.acord.org,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
600,20.0,Advanced Institute of Information Technology Peking University,www.aiit.org.cn,,"$10,000,000 to $49,999,999"
601,20.0,Commonwealth Bank,www.commbank.com.au,Banking and Financial Services,"Over $1,000,000,000"
602,20.0,amakshar.com,www.amakshar.com,,
603,20.0,Swiss Re,www.swissre.com,Insurance,"Over $1,000,000,000"
604,20.0,iRobot Corp.,www.irobot.com,Manufacturing,"Over $1,000,000,000"
605,20.0,Shiru,www.shiru.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
606,20.0,Campus Pride,www.campuspride.org,Service Industry,"$1,000,000 to $9,999,999"
607,20.0,docsumo,www.docsumo.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
608,20.0,Harvard University,www.harvard.edu,Educational Services,"Over $1,000,000,000"
609,20.0,AB Volvo,www.volvogroup.com,Manufacturing,"Over $1,000,000,000"
610,20.0,Cox Automotive,www.coxautoinc.com,Wholesale Trade,"Over $1,000,000,000"
611,20.0,EPSoft Technologies,www.epsoftinc.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
612,20.0,Biolife Plasma Services L.P.,www.biolifeplasma.com,Health Care and Social Assistance,"$500,000,000 to $999,999,999"
613,20.0,"Cloudera, Inc.",www.cloudera.com,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999"
614,20.0,"American Honda Motor Co., Inc.",www.honda.com,,
615,20.0,Grab Holdings,www.grab.com,Travel and Tourism,"$200,000,000 to $499,999,999"
616,20.0,Reuters News Agency,www.reutersagency.com,Media and Entertainment,"$50,000,000 to $99,999,999"
617,20.0,"Assurant, Inc.",www.assurant.com,Insurance,"Over $1,000,000,000"
618,20.0,Mojro,www.mojro.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
619,20.0,Ciena Corporation,www.ciena.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
620,20.0,HR University,https://hr.university/,Educational Services,"Less than $1,000,000"
621,20.0,Astek,www.astek.com,,"$10,000,000 to $49,999,999"
622,20.0,Pryon,www.pryon.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
623,20.0,Elevate Textiles,www.elevatetextiles.com,Manufacturing,"Over $1,000,000,000"
624,20.0,Lloyds Banking Group Plc,www.lloydsbankinggroup.com,Banking and Financial Services,"Over $1,000,000,000"
625,20.0,KCF Technologies,www.kcftech.com,"Professional, Scientific and Technical Services",Unknown
626,20.0,Atlassian Corp. Plc,www.atlassian.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
627,20.0,Nova Credit Union,www.novacu.com,Banking and Financial Services,"$1,000,000 to $9,999,999"
628,20.0,rtwohealthcare.com,www.rtwohealthcare.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
629,20.0,ttecdigital.com,www.ttecdigital.com,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999"
630,20.0,Southwest Airlines Co.,www.southwest.com,Travel and Tourism,"Over $1,000,000,000"
631,20.0,Cognitiv,www.cognitiv.ai,,"$1,000,000 to $9,999,999"
632,20.0,Macquarie Private Wealth,www.macquarie.com,Banking and Financial Services,"Over $1,000,000,000"
633,20.0,"Splunk, Inc.",www.splunk.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
634,20.0,Veracity Software,www.veracity-us.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
635,20.0,Deep Abacus,www.deepabacus.com,Public Administration,"Less than $1,000,000"
636,20.0,moffettai.com,www.moffettai.com,,Unknown
637,20.0,Highmark Health,www.highmarkhealth.org,Insurance,"Over $1,000,000,000"
638,20.0,iNeuron.ai,www.ineuron.ai,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
639,20.0,Sumitomo Mitsui Banking Corporation - Global,www.smbcgroup.com,Banking and Financial Services,"Over $1,000,000,000"
640,20.0,L’oréal,www.loreal.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
641,20.0,Synopsys,www.synopsys.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
642,20.0,PAPASIDDHI - Information Technology Company,www.papasiddhi.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
643,20.0,The Hague Tech,www.thehaguetech.com,,
644,20.0,callsimulator.com,www.callsimulator.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
645,20.0,ING Office,www.ing.com,Banking and Financial Services,"Over $1,000,000,000"
646,20.0,Unit8 SA,www.unit8.co,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
647,20.0,The University of Chicago Pritzker School of Medicine,www.uchicago.edu,Educational Services,"Over $1,000,000,000"
648,20.0,Scale AI,www.scale.com,Computer and Electronic Product Manufacturing,"$50,000,000 to $99,999,999"
649,20.0,WPP Plc,www.wpp.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
650,20.0,Saama,www.saama.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
651,20.0,CyberCube,www.cybcube.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
652,20.0,Cognitive Space,www.cognitivespace.com,Manufacturing,"$1,000,000 to $9,999,999"
653,20.0,Graphcore Ltd.,www.graphcore.ai,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
654,20.0,EnCharge AI,www.enchargeai.com,,"Less than $1,000,000"
655,20.0,clavrit.com,www.clavrit.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
656,20.0,Einride,www.einride.tech,Manufacturing,"$1,000,000 to $9,999,999"
657,20.0,NomadGao,www.nomadgao.com,,
658,20.0,Evidian - Atos Cyber Security,www.evidian.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
659,20.0,Altana Technologies,www.altana.ai,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
660,20.0,Cyient,www.cyient.com,"Professional, Scientific and Technical Services","$500,000,000 to $999,999,999"
661,20.0,Government of Ontario,www.ontario.ca,Public Administration,"Over $1,000,000,000"
662,20.0,VAYUZ Technologies,www.vayuz.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
663,20.0,Carvana Co,www.carvana.com,Retail Trade,"Over $1,000,000,000"
664,20.0,Mutt Data,www.muttdata.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
665,20.0,Infilect,www.infilect.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
666,20.0,Navy Federal Credit Union Foundation,www.navyfederal.org,Banking and Financial Services,"Over $1,000,000,000"
667,20.0,Carrier Global,www.carrier.com,Manufacturing,"Over $1,000,000,000"
668,19.0,Conduent Incorporated,www.conduent.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
669,19.0,Wtw Measurement Systems,www.wtw.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
670,19.0,ZP Group,www.zpgroup.com,,"$10,000,000 to $49,999,999"
671,19.0,Trimble,www.trimble.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
672,19.0,flipped.ai,www.flipped.ai,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
673,19.0,"Onemain Holdings, Inc.",www.onemainfinancial.com,,
674,19.0,Databricks,www.databricks.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
675,19.0,BrainTrust3D,www.braintrust.co.in,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
676,19.0,Shoptrue,www.shoptrue.com,Retail Trade,"$1,000,000 to $9,999,999"
677,19.0,The Cigna Group,www.thecignagroup.com,,"$10,000,000 to $49,999,999"
678,19.0,Celeb-AI,www.celeb-ai.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
679,19.0,Penn State University,www.psu.edu,Educational Services,"Over $1,000,000,000"
680,19.0,RedBeryl Tech Solutions Pvt,www.redberyltech.com,,
681,19.0,Few and Far,www.fewandfar.io,Service Industry,"$1,000,000 to $9,999,999"
682,19.0,American Family Insurance Group,www.amfam.com,Insurance,"Over $1,000,000,000"
683,19.0,Women of the Vine & Spirits,www.womenofthevine.com,Retail Trade,"$10,000,000 to $49,999,999"
684,19.0,Xiaomi Technology,www.mi.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
685,19.0,Spotify Technology SA,www.spotify.com,Media and Entertainment,"Over $1,000,000,000"
686,19.0,CFA Institute,www.cfainstitute.org,Industry Associations,"$200,000,000 to $499,999,999"
687,19.0,Heise Medien,www.heise.de,Manufacturing,"$10,000,000 to $49,999,999"
688,19.0,SAE International,www.sae.org,Industry Associations,"$50,000,000 to $99,999,999"
689,19.0,AIA Group Limited,www.aia.com,Insurance,"Over $1,000,000,000"
690,19.0,°Nomad Health,www.nomadhealth.com,,"$10,000,000 to $49,999,999"
691,19.0,Alight Inc. / Delaware,www.alight.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
692,19.0,"Tyson Foods, Inc.",www.tysonfoods.com,Manufacturing,"Over $1,000,000,000"
693,19.0,ALOIS Solutions,www.aloissolutions.com,Service Industry,"$10,000,000 to $49,999,999"
694,19.0,AI21 Labs,www.ai21.com,,"$10,000,000 to $49,999,999"
695,19.0,"Elder Research, Inc.",www.elderresearch.com,,"$10,000,000 to $49,999,999"
696,19.0,VOLKSWAGEN AG,www.volkswagen-group.com,Manufacturing,"Over $1,000,000,000"
697,19.0,IKEA,www.ikea.com,Retail Trade,"Over $1,000,000,000"
698,19.0,Optimum Data Analytics,www.optimumdataanalytics.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
699,19.0,Evalueserve,www.evalueserve.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
700,19.0,Eurofins BioDiagnostics,www.eurofinsus.com,"Professional, Scientific and Technical Services","$200,000,000 to $499,999,999"
701,19.0,Gather AI,www.gather.ai,Manufacturing,"$1,000,000 to $9,999,999"
702,19.0,Safeway,www.albertsonscompanies.com,Retail Trade,"Over $1,000,000,000"
703,19.0,University of Pennsylvania School of Nursing,www.upenn.edu,Educational Services,"Over $1,000,000,000"
704,19.0,Chewy.com LLC,www.chewy.com,Retail Trade,"Over $1,000,000,000"
705,19.0,AIRA MATRIX,www.airamatrix.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
706,19.0,Data Meaning,www.datameaning.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
707,19.0,"ESRI, Inc.",www.esri.com,Wholesale Trade,"Over $1,000,000,000"
708,19.0,Centre for Computational Technologies (CCTech),www.cctech.co.in,,"$10,000,000 to $49,999,999"
709,19.0,"Udemy, Inc.",www.udemy.com,Educational Services,"$500,000,000 to $999,999,999"
710,19.0,Bath Fitter,www.bathfitter.com,Retail Trade,"$50,000,000 to $99,999,999"
711,19.0,Open Text Corp.,www.opentext.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
712,19.0,Arting Digital,www.artingdigital.com,,
713,19.0,Global Traffic Technologies,www.gtt.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
714,19.0,Ferguson Enterprises,www.ferguson.com,Wholesale Trade,"Over $1,000,000,000"
715,19.0,"Workiva, Inc.",www.workiva.com,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999"
716,19.0,DataR Labs,www.datarlabs.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
717,19.0,INNODATATICS * Innovation | Data | Analytics,www.innodatatics.com,,"$1,000,000 to $9,999,999"
718,19.0,Technopark Trivandrum,www.technopark.org,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
719,19.0,o9 Solutions,www.o9solutions.com,Computer and Electronic Product Manufacturing,"$50,000,000 to $99,999,999"
720,19.0,Comcast Technology Solutions,www.comcasttechnologysolutions.com,Computer and Electronic Product Manufacturing,"$10,000,000 to $49,999,999"
721,19.0,omdena,www.omdena.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
722,19.0,Data Science UA,www.data-science.com.ua,"Professional, Scientific and Technical Services","Less than $1,000,000"
723,19.0,outerbounds.co,www.outerbounds.co,Computer and Electronic Product Manufacturing,"Less than $1,000,000"
724,19.0,Walgreens,www.walgreens.com,Retail Trade,"Over $1,000,000,000"
725,19.0,AssemblyAI,www.assemblyai.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
726,19.0,TE Connectivity,www.te.com,Manufacturing,"Over $1,000,000,000"
727,19.0,"Stripe, Inc.",www.stripe.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
728,19.0,OCBC,www.ocbc.com,Banking and Financial Services,"Over $1,000,000,000"
729,19.0,amaris.ai pte,www.amaris.ai,,"$1,000,000 to $9,999,999"
730,19.0,mi-gso | pcubed,www.migso-pcubed.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
731,19.0,aiTouch,www.aitouch.in,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
732,19.0,LVMH MOET HENNESSY LOUIS VUITTON,www.lvmh.com,Wholesale Trade,"Over $1,000,000,000"
733,19.0,Techtok,www.techtok.dev,,
734,19.0,Compagnie De Saint Gobain,www.saint-gobain.com,Manufacturing,"Over $1,000,000,000"
735,19.0,maarut,www.maarutinc.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
736,19.0,Court of Appeals,www.michigan.gov,Public Administration,"Over $1,000,000,000"
737,19.0,Staples,www.staples.com,Retail Trade,"Over $1,000,000,000"
738,19.0,ACZ Global Pvt,www.aczglobal.com,,"$1,000,000 to $9,999,999"
739,19.0,McDonald’s,www.mcdonalds.com,Retail Trade,"Over $1,000,000,000"
740,19.0,Intuitive Apps,www.intuitiveapps.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
741,19.0,Senior Resource Group,www.srgseniorliving.com,Construction and Real Estate,"$100,000,000 to $199,999,999"
742,19.0,Epsilon,www.epsilon.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
743,19.0,HSO,www.hso.ch,Construction and Real Estate,"$50,000,000 to $99,999,999"
744,19.0,elgebra.com,www.elgebra.com,,"$1,000,000 to $9,999,999"
745,19.0,neutigers.com,www.neutigers.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
746,19.0,Alphastream.Ai,www.alphastream.ai,Banking and Financial Services,"$10,000,000 to $49,999,999"
747,19.0,Marriott International,www.marriott.com,Travel and Tourism,"Over $1,000,000,000"
748,19.0,Infineon Technologies Ag,www.infineon.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
749,19.0,Anheuser Busch Inbev NV,www.ab-inbev.com,Manufacturing,"Over $1,000,000,000"
750,19.0,Nasdaq,www.nasdaq.com,Banking and Financial Services,"Over $1,000,000,000"
751,19.0,Infinity Financial Solutions,www.infinitysolutions.com,,"$10,000,000 to $49,999,999"
752,19.0,DigiHelic Solutions Pvt.,www.digihelic.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
753,19.0,D-VoiS Communications Pvt,www.dvois.com,Media and Entertainment,"$10,000,000 to $49,999,999"
754,19.0,Federal Reserve Board,www.federalreserve.gov,Public Administration,"Over $1,000,000,000"
755,19.0,Ameriprise Financial,www.ameriprise.com,Banking and Financial Services,"Over $1,000,000,000"
756,19.0,Michigan State University Main Library,www.msu.edu,Public Administration,"Over $1,000,000,000"
757,19.0,American Welding Society,www.aws.org,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
758,19.0,DIATOZ: Digital A to Z Solutions,www.diatoz.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
759,19.0,dautom.com,www.dautom.com,,
760,19.0,Flux Auto,www.fluxauto.xyz,,"$1,000,000 to $9,999,999"
761,19.0,findability.ai,www.findability.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
762,19.0,Mindsprint Pte. Ltd,www.mindsprint.org,,
763,19.0,thirdeyedata.ai,www.thirdeyedata.ai,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
764,19.0,Eegrab,www.eegrab.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
765,19.0,paretos.com,www.paretos.com,,
766,19.0,SkillReigns,www.skillreigns.com,,
767,19.0,Sandia National Laboratories,www.sandia.gov,,
768,19.0,"Rockwell Automation, Inc.",www.rockwellautomation.com,Manufacturing,"Over $1,000,000,000"
769,19.0,"Georgia-Pacific Holdings, LLC",www.gp.com,Manufacturing,"Over $1,000,000,000"
770,19.0,Bulien,www.bulien.com,"Professional, Scientific and Technical Services","Less than $1,000,000"
771,19.0,Intellify Solutions Pvt.,www.intellifysolutions.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
772,19.0,Dun & Bradstreet,www.dnb.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
773,19.0,Block and Company,www.blockandcompany.com,,
774,19.0,Cognet9,www.cognet9.com,,
775,19.0,Prodware,www.prodwaregroup.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
776,19.0,Savannah Seeds Pvt,www.savannahseeds.com,Manufacturing,"$10,000,000 to $49,999,999"
777,19.0,Cornell University,www.cornell.edu,Educational Services,"Over $1,000,000,000"
778,19.0,CHOWA GIKEN,www.chowagiken.co.jp,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
779,19.0,BASF SE,www.basf.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
780,19.0,Indegene,www.indegene.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
781,19.0,NSW Department of Education,www.nsw.gov.au,Public Administration,"Over $1,000,000,000"
782,19.0,Argo AI,www.argo.ai,Manufacturing,"$50,000,000 to $99,999,999"
783,19.0,Amazon Games,www.amazongames.com,,
784,19.0,Waterloo Engineering Society,www.uwaterloo.ca,Educational Services,"$500,000,000 to $999,999,999"
785,19.0,iFood,www.ifood.com.br,Telecommunications,"$100,000,000 to $199,999,999"
786,19.0,Chryselys,www.chryselys.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
787,19.0,University of Virginia,www.virginia.edu,Educational Services,"Over $1,000,000,000"
788,19.0,Velosio,www.velosio.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
789,19.0,it alliance australia,www.italliance.com.au,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
790,19.0,The Information Lab Luxembourg,www.theinformationlab.co.uk,Wholesale Trade,"$10,000,000 to $49,999,999"
791,19.0,"ViaSat, Inc.",www.viasat.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
792,19.0,FutureMug,www.futuremug.com,Public Administration,"$1,000,000 to $9,999,999"
793,19.0,Nexer Group,www.nexergroup.com,"Professional, Scientific and Technical Services","$100,000,000 to $199,999,999"
794,19.0,GoTo,www.goto.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
795,19.0,carmansg.com,www.carmansg.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
796,19.0,Noze,www.noze.ca,Service Industry,"$1,000,000 to $9,999,999"
797,19.0,RedMart,www.lazada.sg,,
798,19.0,GroupM,www.groupm.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
799,19.0,VRK IT Vision,www.vrkitvision.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
800,19.0,"Vertex Pharmaceuticals, Inc.",www.vrtx.com,Pharmaceuticals and Chemicals Manufacturing,"Over $1,000,000,000"
801,19.0,Crane Venture Partners,www.crane.vc,Banking and Financial Services,"Less than $1,000,000"
802,19.0,Theron Technology Solutions,www.theronts.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
803,18.0,Biz-Tech Analytics,www.biztechanalytics.com,,
804,18.0,Bhavyam Holdings,www.bhavyansh.in,,
805,18.0,Principal Financial,www.principal.com,Insurance,"Over $1,000,000,000"
806,18.0,Coactive AI,www.coactive.ai,Computer and Electronic Product Manufacturing,"Less than $1,000,000"
807,18.0,EON Systems,www.eonsystemsinc.com,,
808,18.0,STMicroelectronics NV,www.st.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
809,18.0,clinics-choice.com,www.clinics-choice.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
810,18.0,UNIVERSITY SYSTEM OF GEORGIA,www.usg.edu,Educational Services,"Over $1,000,000,000"
811,18.0,Mass General Brigham,www.massgeneralbrigham.org,Health Care and Social Assistance,"Over $1,000,000,000"
812,18.0,Huntington Bancshares,www.huntington.com,Banking and Financial Services,"Over $1,000,000,000"
813,18.0,AmberFlux EdgeAI Private,www.amberflux.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
814,18.0,instapro.group,www.instapro.group,,
815,18.0,NOMURA INTERNATIONAL PLC,www.nomura.com,,
816,18.0,TruEra,www.truera.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
817,18.0,XPO Logistics,www.xpo.com,Transportation and Warehousing,"Over $1,000,000,000"
818,18.0,The DarkStar Group,www.thedarkstargroup.com,,"$1,000,000 to $9,999,999"
819,18.0,SDAIA,www.sdaia.gov.sa,,"$10,000,000 to $49,999,999"
820,18.0,DeepBrainz,www.deepbrainz.com,Computer and Electronic Product Manufacturing,"Less than $1,000,000"
821,18.0,facctum.com,www.facctum.com,,Unknown
822,18.0,Safran SA,www.safran-group.com,Manufacturing,"Over $1,000,000,000"
823,18.0,BluWave-ai,www.bluwave-ai.com,Service Industry,"$1,000,000 to $9,999,999"
824,18.0,Veracitiz,www.veracitiz.com,,"$1,000,000 to $9,999,999"
825,18.0,Western Union,www.westernunion.com,Banking and Financial Services,"Over $1,000,000,000"
826,18.0,Experfy,www.experfy.com,,"$10,000,000 to $49,999,999"
827,18.0,FirstEigen,www.firsteigen.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
828,18.0,Codigo - The Mobile App Company,www.whitecoat.com.sg,Health Care and Social Assistance,"$1,000,000 to $9,999,999"
829,18.0,Miuul,www.miuul.com,Educational Services,"$10,000,000 to $49,999,999"
830,18.0,cfb bots pte,www.cfb-bots.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
831,18.0,Citrix Systems,www.citrix.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
832,18.0,Walt Disney Animation Studios,www.disneyanimation.com,Media and Entertainment,"$50,000,000 to $99,999,999"
833,18.0,Veritas Technologies,www.veritas.com,"Professional, Scientific and Technical Services","Over $1,000,000,000"
834,18.0,AI Superior,www.aisuperior.com,Computer and Electronic Product Manufacturing,"$1,000,000 to $9,999,999"
835,18.0,MGA Homecare,www.mgahomecare.com,Health Care and Social Assistance,Unknown
836,18.0,Rivian Automotive Inc. / DE,www.rivian.com,Manufacturing,"Over $1,000,000,000"
837,18.0,Prescience Decision Solutions,www.prescienceds.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
838,18.0,BRITISH BROADCASTING CORPORATION,www.bbc.com,Media and Entertainment,"Over $1,000,000,000"
839,18.0,Carelon Global Solutions,www.carelonglobal.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
840,18.0,UCLA,www.ucla.edu,Educational Services,"Over $1,000,000,000"
841,18.0,"St. Jude Children’s Research Hospital, Inc.",www.stjude.org,Health Care and Social Assistance,"Over $1,000,000,000"
842,18.0,PRI Global,www.priglobal.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
843,18.0,Barhead Solutions,www.barhead.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
844,18.0,"W.W. Grainger, Inc.",www.grainger.com,Wholesale Trade,"Over $1,000,000,000"
845,18.0,Saturn Cloud,www.saturncloud.io,,"$1,000,000 to $9,999,999"
846,18.0,MoveWorks,www.move-works.com,Retail Trade,"$1,000,000 to $9,999,999"
847,18.0,Ellipse Solutions,www.ellipsesolutions.com,"Professional, Scientific and Technical Services","$10,000,000 to $49,999,999"
848,18.0,The Gauntlet,www.thegauntlet.com,Media and Entertainment,"Less than $1,000,000"
849,18.0,ZoomInfo Technologies,www.zoominfo.com,Computer and Electronic Product Manufacturing,"Over $1,000,000,000"
850,18.0,integrated projects,www.integratedprojects.co,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
851,18.0,Kumavision Ag,www.kumavision.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
852,18.0,Celebal Technologies,www.celebaltech.com,"Professional, Scientific and Technical Services","$50,000,000 to $99,999,999"
853,18.0,The Ohio State University Wexner Medical Center,www.osu.edu,Educational Services,"Over $1,000,000,000"
854,18.0,Kaizer Software Solutions,www.kaizersoft.com,"Professional, Scientific and Technical Services","$1,000,000 to $9,999,999"
855,18.0,ASML Holding NV,www.asml.com,Manufacturing,"Over $1,000,000,000"
856,18.0,Cathay Financial Holding Company,www.cathayholdings.com,Insurance,"Over $1,000,000,000"
857,18.0,Phoenix Group,www.thephoenixgroup.com,Insurance,"Over $1,000,000,000"
858,18.0,Avalara,www.avalara.com,Computer and Electronic Product Manufacturing,"$500,000,000 to $999,999,999"
859,18.0,Rich Products Corp.,www.richs.com,Manufacturing,"Over $1,000,000,000"
860,18.0,genellipse.com,www.genellipse.com,,"$1,000,000 to $9,999,999"
861,18.0,News Corp,www.newscorp.com,Media and Entertainment,"Over $1,000,000,000"
